Orthogroup	Amel_filteredTranscripts	Apisu_filteredTranscripts	Brsri_filteredTranscripts	Csecu_filteredTranscripts	Dmela_filteredTranscripts	Samer_filteredTranscripts	Scanc_filteredTranscripts	Sgreg_filteredTranscripts	Sinvi_filteredTranscripts	Snite_filteredTranscripts	Spice_filteredTranscripts	Sscub_filteredTranscripts	Total
OG0006935	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006936	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006937	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006938	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006939	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0006940	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0006941	1	1	1	1	1	1	1	1	0	1	1	1	11
OG0006942	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006943	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0006944	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0006945	1	1	1	0	1	1	2	0	1	1	1	1	11
OG0006946	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006947	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0006948	1	0	1	4	1	0	1	1	1	1	0	0	11
OG0006949	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006950	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006951	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006952	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006953	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006954	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006955	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006956	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0006957	1	1	1	1	1	1	1	1	1	0	1	1	11
OG0006958	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0006959	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006960	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006961	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0006962	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0006963	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0006964	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006965	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006966	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0006967	1	0	0	2	1	1	1	1	1	1	1	1	11
OG0006968	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006969	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006970	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0006971	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0006972	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0006973	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0006974	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006975	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0006976	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006977	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0006978	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006979	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0006980	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006981	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006982	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0006983	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0006984	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0006985	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0006986	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006987	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006988	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0006989	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0006990	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006991	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0006992	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006993	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0006994	1	1	1	1	1	1	1	1	1	0	1	1	11
OG0006995	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0006996	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006997	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0006998	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0006999	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007000	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0007001	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007002	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007003	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007004	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007005	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007006	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007007	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007008	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007009	1	0	1	2	0	1	1	1	1	1	1	1	11
OG0007010	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007011	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007012	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007013	1	0	1	1	0	1	2	1	1	1	1	1	11
OG0007014	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007015	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007016	1	1	1	1	1	1	1	1	1	1	0	1	11
OG0007017	1	0	1	1	0	1	1	1	1	1	2	1	11
OG0007018	1	1	1	1	1	0	1	1	1	1	1	1	11
OG0007019	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0007020	1	1	1	1	1	1	1	1	0	1	1	1	11
OG0007021	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007022	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007023	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007024	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007025	1	0	1	1	1	1	2	1	1	0	1	1	11
OG0007026	1	1	1	1	1	1	1	1	1	1	0	1	11
OG0007027	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0007028	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007029	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007030	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007031	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007032	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007033	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007034	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007035	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007036	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007037	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0007038	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007039	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007040	1	1	1	1	1	1	1	1	0	1	1	1	11
OG0007041	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007042	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007043	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007044	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007045	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007046	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007047	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007048	1	1	1	1	1	1	1	1	1	0	1	1	11
OG0007049	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007050	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007051	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007052	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007053	1	1	1	1	1	1	1	1	0	1	1	1	11
OG0007054	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007055	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007056	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007057	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007058	1	0	1	1	0	1	1	2	1	1	1	1	11
OG0007059	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007060	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007061	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007062	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007063	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007064	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007065	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007066	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007067	1	0	1	1	1	1	1	2	0	1	1	1	11
OG0007068	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007069	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007070	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007071	1	1	1	1	1	1	1	1	1	0	1	1	11
OG0007072	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007073	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007074	1	0	1	1	0	1	1	1	1	1	2	1	11
OG0007075	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007076	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007077	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007078	1	0	1	1	2	1	1	1	1	0	1	1	11
OG0007079	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007080	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007081	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007082	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007083	1	1	1	1	1	1	1	1	1	1	1	0	11
OG0007084	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007085	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007086	1	1	1	1	1	1	1	0	1	1	1	1	11
OG0007087	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007088	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007089	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007090	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007091	2	0	1	1	0	1	1	1	1	1	1	1	11
OG0007092	1	0	2	1	0	1	1	1	1	1	1	1	11
OG0007093	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007094	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0007095	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007096	1	2	1	1	1	0	1	1	1	1	1	0	11
OG0007097	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007098	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0007099	1	0	1	1	2	1	1	1	0	1	1	1	11
OG0007100	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007101	1	0	0	1	2	1	1	1	1	1	1	1	11
OG0007102	1	0	0	1	1	1	1	1	1	1	1	2	11
OG0007103	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007104	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007105	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007106	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007107	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007108	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007109	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0007110	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0007111	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007112	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007113	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007114	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007115	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007116	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007117	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007118	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0007119	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007120	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007121	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007122	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007123	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007124	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007125	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007126	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007127	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007128	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007129	1	0	0	1	1	1	1	1	1	1	2	1	11
OG0007130	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007131	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007132	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007133	1	1	1	1	1	1	1	1	0	1	1	1	11
OG0007134	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007135	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007136	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007137	1	1	1	1	1	1	1	1	1	0	1	1	11
OG0007138	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007139	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007140	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007141	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007142	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007143	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007144	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007145	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007146	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007147	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007148	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007149	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007150	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007151	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0007152	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007153	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007154	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007155	1	0	0	2	1	1	1	1	1	1	1	1	11
OG0007156	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007157	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007158	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007159	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007160	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007161	1	1	1	1	1	1	1	1	1	1	1	0	11
OG0007162	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007163	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007164	1	0	1	1	0	1	1	1	1	2	1	1	11
OG0007165	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007166	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007167	1	1	1	1	0	1	1	1	0	1	1	2	11
OG0007168	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007169	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007170	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007171	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007172	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007173	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007174	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007175	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007176	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007177	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007178	1	1	1	1	0	1	1	1	2	0	1	1	11
OG0007179	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007180	1	0	1	2	1	1	1	0	1	1	1	1	11
OG0007181	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007182	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007183	1	1	1	1	1	1	1	1	1	1	0	1	11
OG0007184	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007185	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007186	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007187	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007188	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007189	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007190	1	1	1	1	0	1	1	1	1	0	2	1	11
OG0007191	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007192	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007193	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007194	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007195	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007196	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007197	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007198	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007199	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007200	2	0	0	1	1	1	1	1	1	1	1	1	11
OG0007201	1	1	0	1	1	1	2	1	1	1	0	1	11
OG0007202	1	1	1	1	1	1	1	1	1	0	1	1	11
OG0007203	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007204	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007205	1	1	1	1	1	1	1	1	1	1	0	1	11
OG0007206	1	1	1	1	1	1	1	1	1	1	1	0	11
OG0007207	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007208	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007209	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007210	1	0	1	1	0	1	1	1	1	1	1	2	11
OG0007211	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007212	1	1	1	1	1	0	1	1	1	1	1	1	11
OG0007213	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007214	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007215	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007216	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007217	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007218	1	1	1	1	1	1	1	1	1	1	0	1	11
OG0007219	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007220	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007221	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007222	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007223	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007224	1	0	0	1	1	1	1	1	1	1	1	2	11
OG0007225	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007226	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007227	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007228	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007229	1	1	1	1	1	1	1	1	0	1	1	1	11
OG0007230	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007231	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007232	1	0	1	0	2	1	1	1	1	1	1	1	11
OG0007233	1	1	1	1	1	1	1	0	1	1	1	1	11
OG0007234	1	1	1	1	1	1	1	1	1	0	1	1	11
OG0007235	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007236	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007237	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007238	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007239	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007240	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007241	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007242	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007243	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007244	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007245	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007246	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007247	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007248	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007249	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007250	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007251	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007252	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007253	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007254	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007255	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007256	1	1	1	1	1	1	1	1	1	1	1	0	11
OG0007257	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007258	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007259	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007260	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007261	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007262	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007263	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007264	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007265	1	1	1	1	1	1	1	1	1	0	1	1	11
OG0007266	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007267	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007268	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007269	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007270	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007271	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007272	1	1	1	1	1	1	1	1	0	1	1	1	11
OG0007273	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007274	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007275	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007276	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007277	1	1	1	1	1	1	1	1	1	1	1	0	11
OG0007278	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007279	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007280	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007281	1	1	1	1	1	1	0	1	1	1	1	1	11
OG0007282	1	0	2	0	1	1	1	1	1	1	1	1	11
OG0007283	1	1	1	1	1	1	1	1	1	0	1	1	11
OG0007284	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0007285	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007286	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007287	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007288	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007289	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007290	1	0	1	1	0	1	1	1	1	1	2	1	11
OG0007291	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007292	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007293	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007294	1	0	2	1	1	1	1	1	0	1	1	1	11
OG0007295	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0007296	1	1	1	1	1	1	1	1	0	1	1	1	11
OG0007297	1	1	1	1	1	1	1	1	1	1	1	0	11
OG0007298	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007299	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007300	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007301	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007302	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007303	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007304	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007305	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007306	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007307	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007308	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007309	1	1	1	1	1	1	1	1	1	0	1	1	11
OG0007310	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0007311	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007312	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007313	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007314	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007315	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007316	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007317	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007318	1	1	1	1	1	1	1	1	1	1	0	1	11
OG0007319	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007320	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007321	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007322	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007323	1	0	1	2	0	1	1	1	1	1	1	1	11
OG0007324	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007325	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007326	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007327	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007328	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007329	1	0	1	1	0	1	1	1	1	1	2	1	11
OG0007330	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007331	1	0	8	2	0	0	0	0	0	0	0	0	11
OG0007332	1	0	0	1	1	1	1	1	2	1	1	1	11
OG0007333	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007334	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007335	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007336	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007337	1	1	1	0	1	1	1	1	1	1	1	1	11
OG0007338	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007339	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007340	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007341	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007342	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007343	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007344	1	1	1	1	1	1	1	1	1	0	1	1	11
OG0007345	1	1	1	1	1	2	0	1	0	1	1	1	11
OG0007346	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007347	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007348	1	1	1	1	1	1	1	0	1	1	1	1	11
OG0007349	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007350	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007351	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007352	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0007353	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0007354	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0007355	0	11	0	0	0	0	0	0	0	0	0	0	11
OG0007356	0	1	1	1	1	1	1	1	1	1	1	1	11
OG0007357	0	1	1	1	1	1	1	1	1	1	1	1	11
OG0007358	0	2	1	0	1	1	1	1	0	2	1	1	11
OG0007359	0	2	1	1	1	1	1	1	0	1	1	1	11
OG0007360	0	1	1	1	1	1	1	1	1	1	1	1	11
OG0007361	0	1	1	1	0	1	1	1	1	1	2	1	11
OG0007362	0	1	1	1	1	1	1	1	1	1	1	1	11
OG0007363	0	1	1	1	1	1	1	1	1	1	1	1	11
OG0007364	0	1	1	1	1	1	1	1	1	1	1	1	11
OG0007365	0	1	1	1	1	1	1	1	1	1	1	1	11
OG0007366	0	1	1	1	1	1	1	1	1	1	1	1	11
