Orthogroup	Amel_filteredTranscripts	Apisu_filteredTranscripts	Brsri_filteredTranscripts	Csecu_filteredTranscripts	Dmela_filteredTranscripts	Samer_filteredTranscripts	Scanc_filteredTranscripts	Sgreg_filteredTranscripts	Sinvi_filteredTranscripts	Snite_filteredTranscripts	Spice_filteredTranscripts	Sscub_filteredTranscripts	Total
OG0019113	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019114	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019115	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019116	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019117	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019118	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019119	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019120	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019121	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019122	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019123	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019124	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019125	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019126	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019127	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019128	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019129	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019130	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019131	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019132	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019133	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019134	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019135	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019136	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019137	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019138	1	0	0	0	1	0	0	0	0	0	0	0	2
OG0019139	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019140	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019141	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019142	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019143	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019144	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019145	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019146	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019147	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019148	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019149	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019150	1	0	0	0	1	0	0	0	0	0	0	0	2
OG0019151	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019152	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019153	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0019154	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019155	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019156	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019157	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019158	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019159	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019160	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019161	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019162	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019163	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019164	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019165	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019166	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0019167	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019168	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019169	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019170	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019171	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019172	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019173	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019174	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019175	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019176	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019177	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019178	1	0	1	0	0	0	0	0	0	0	0	0	2
OG0019179	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019180	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019181	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019182	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019183	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019184	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019185	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019186	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019187	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019188	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019189	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019190	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019191	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019192	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019193	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019194	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019195	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019196	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019197	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019198	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019199	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019200	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019201	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019202	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019203	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019204	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019205	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019206	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019207	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019208	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019209	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019210	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019211	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019212	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019213	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019214	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019215	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019216	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019217	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019218	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019219	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019220	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019221	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019222	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019223	1	0	0	0	1	0	0	0	0	0	0	0	2
OG0019224	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019225	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019226	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019227	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019228	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019229	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019230	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019231	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019232	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019233	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019234	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019235	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019236	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019237	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019238	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019239	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019240	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0019241	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019242	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019243	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019244	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019245	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019246	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019247	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019248	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019249	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019250	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019251	1	0	0	1	0	0	0	0	0	0	0	0	2
OG0019252	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019253	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019254	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019255	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019256	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019257	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019258	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019259	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019260	1	0	0	0	1	0	0	0	0	0	0	0	2
OG0019261	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019262	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019263	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019264	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019265	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019266	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019267	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019268	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019269	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019270	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019271	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019272	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019273	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019274	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019275	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019276	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019277	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0019278	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019279	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019280	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019281	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019282	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019283	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019284	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019285	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019286	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019287	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019288	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019289	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019290	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019291	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019292	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019293	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019294	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019295	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019296	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019297	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019298	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019299	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019300	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019301	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0019302	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0019303	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0019304	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0019305	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019306	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019307	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019308	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019309	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019310	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019311	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019312	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019313	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019314	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019315	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019316	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019317	0	1	0	0	0	0	0	0	1	0	0	0	2
OG0019318	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019319	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019320	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019321	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019322	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019323	0	1	0	0	0	0	0	0	1	0	0	0	2
OG0019324	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019325	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019326	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019327	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0019328	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0019329	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019330	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019331	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019332	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019333	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019334	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019335	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019336	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019337	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019338	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019339	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019340	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019341	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019342	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019343	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019344	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019345	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019346	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019347	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019348	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019349	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019350	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019351	0	1	0	1	0	0	0	0	0	0	0	0	2
OG0019352	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019353	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019354	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019355	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019356	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019357	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019358	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019359	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019360	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019361	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019362	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019363	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019364	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019365	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019366	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019367	0	1	0	0	1	0	0	0	0	0	0	0	2
OG0019368	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019369	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019370	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019371	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019372	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019373	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019374	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019375	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0019376	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019377	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019378	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019379	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019380	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019381	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019382	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019383	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019384	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019385	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019386	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019387	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019388	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019389	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019390	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019391	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019392	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019393	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019394	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019395	0	1	0	0	0	0	0	0	1	0	0	0	2
OG0019396	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019397	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019398	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019399	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019400	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019401	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019402	0	1	0	1	0	0	0	0	0	0	0	0	2
OG0019403	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019404	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019405	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019406	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019407	0	1	0	0	0	0	0	0	1	0	0	0	2
OG0019408	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019409	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019410	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019411	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019412	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019413	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019414	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019415	0	1	0	1	0	0	0	0	0	0	0	0	2
OG0019416	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019417	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019418	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019419	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019420	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019421	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019422	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019423	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019424	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019425	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019426	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019427	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019428	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019429	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019430	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019431	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019432	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019433	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019434	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019435	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019436	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019437	0	1	0	0	1	0	0	0	0	0	0	0	2
OG0019438	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019439	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019440	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019441	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019442	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019443	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019444	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019445	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019446	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019447	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019448	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019449	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019450	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019451	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019452	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019453	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019454	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019455	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0019456	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019457	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019458	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019459	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019460	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019461	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019462	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019463	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019464	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019465	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019466	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019467	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019468	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019469	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019470	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019471	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019472	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0019473	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019474	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019475	0	1	0	1	0	0	0	0	0	0	0	0	2
OG0019476	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019477	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019478	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019479	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019480	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019481	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019482	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019483	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019484	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019485	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0019486	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019487	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019488	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019489	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019490	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019491	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019492	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019493	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019494	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019495	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019496	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019497	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019498	0	1	0	1	0	0	0	0	0	0	0	0	2
OG0019499	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019500	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019501	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019502	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019503	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019504	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019505	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019506	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019507	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019508	0	1	0	1	0	0	0	0	0	0	0	0	2
OG0019509	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019510	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019511	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019512	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019513	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019514	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019515	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019516	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019517	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019518	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019519	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019520	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019521	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019522	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0019523	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019524	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019525	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019526	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019527	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019528	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019529	0	1	0	1	0	0	0	0	0	0	0	0	2
OG0019530	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019531	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019532	0	1	0	0	0	0	0	0	1	0	0	0	2
OG0019533	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019534	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019535	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019536	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0019537	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019538	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019539	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019540	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019541	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019542	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0019543	0	1	0	0	0	0	0	1	0	0	0	0	2
OG0019544	0	2	0	0	0	0	0	0	0	0	0	0	2
